品种,趋势强度,日期,文件名
低硫燃料油,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
短纤,-1,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
瓶片,-1,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
双胶纸,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
纯苯,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
棕榈油,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
豆油,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
豆粕,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
豆一,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
玉米,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
白糖,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
棉花,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
花生,0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
黄金,1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
白银,1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
铜,1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
锌,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
铅,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
锡,1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
铝,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
氧化铝,-1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
铝合金,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
镍,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
不锈钢,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
碳酸锂,-1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
工业硅,-1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
多晶硅,-1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
铁矿石,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
螺纹钢,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
热轧卷板,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
硅铁,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
锰硅,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
焦炭,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
焦煤,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
原木,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
对二甲苯,1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
PTA,1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
MEG,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
橡胶,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
合成橡胶,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
沥青,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
LLDPE,-1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
PP,-1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
烧碱,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
纸浆,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
甲醇,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
尿素,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
苯乙烯,-1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
纯碱,-1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
LPG,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
丙烯,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
PVC,-1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
燃料油,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
低硫燃料油,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
集运指数（欧线）,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
短纤,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
瓶片,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
双胶纸,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
纯苯,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
棕榈油,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
豆油,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
豆粕,1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
豆一,1,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
玉米,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
白糖,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
棉花,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
花生,0,2025-09-01,11_国泰君安期货_[合集]_R3_晨报_20250901.pdf
黄金,2,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
白银,2,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
铜,1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
锌,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
铅,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
锡,1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
铝,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
氧化铝,-1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
铝合金,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
镍,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
不锈钢,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
碳酸锂,-1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
工业硅,-1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
多晶硅,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
铁矿石,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
螺纹钢,-1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
热轧卷板,-1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
硅铁,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
锰硅,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
焦炭,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
焦煤,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
原木,-1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
对二甲苯,1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
PTA,1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
MEG,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
橡胶,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
合成橡胶,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
沥青,1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
LLDPE,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
PP,-1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
烧碱,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
纸浆,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
甲醇,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
尿素,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
苯乙烯,-1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
纯碱,-1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
LPG,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
丙烯,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
PVC,-1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
燃料油,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
低硫燃料油,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
集运指数（欧线）,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
短纤,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
瓶片,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
双胶纸,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
纯苯,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
棕榈油,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
豆油,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
豆粕,1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
豆一,1,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
玉米,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
白糖,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
棉花,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
花生,0,2025-09-02,11_国泰君安期货_[合集]_R3_晨报_20250902.pdf
黄金,2,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
白银,2,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
铜,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
锌,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
铅,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
锡,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
铝,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
氧化铝,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
铝合金,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
镍,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
不锈钢,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
碳酸锂,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
工业硅,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
多晶硅,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
铁矿石,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
螺纹钢,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
热轧卷板,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
硅铁,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
锰硅,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
焦炭,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
焦煤,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
原木,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
对二甲苯,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
PTA,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
MEG,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
橡胶,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
合成橡胶,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
沥青,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
LLDPE,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
PP,-1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
烧碱,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
纸浆,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
甲醇,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
尿素,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
苯乙烯,-1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
纯碱,-1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
LPG,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
丙烯,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
PVC,-1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
燃料油,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
低硫燃料油,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
集运指数（欧线）,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
短纤,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
瓶片,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
双胶纸,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
纯苯,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
棕榈油,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
豆油,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
豆粕,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
豆一,1,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
玉米,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
白糖,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
棉花,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
花生,0,2025-09-03,11_国泰君安期货_[合集]_R3_晨报_20250903.pdf
黄金,2,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
白银,2,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
铜,1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
锌,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
铅,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
锡,1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
铝,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
氧化铝,-1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
铝合金,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
镍,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
不锈钢,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
碳酸锂,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
工业硅,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
多晶硅,1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
铁矿石,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
螺纹钢,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
热轧卷板,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
硅铁,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
锰硅,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
焦炭,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
焦煤,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
原木,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
对二甲苯,-1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
PTA,-1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
MEG,-1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
橡胶,-1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
合成橡胶,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
沥青,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
LLDPE,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
PP,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
烧碱,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
纸浆,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
甲醇,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
尿素,-1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
苯乙烯,-1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
纯碱,-1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
LPG,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
丙烯,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
PVC,-1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
燃料油,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
低硫燃料油,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
集运指数（欧线）,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
短纤,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
瓶片,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
双胶纸,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
纯苯,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
棕榈油,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
豆油,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
豆粕,1,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
豆一,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
玉米,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
白糖,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
棉花,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
花生,0,2025-09-04,11_国泰君安期货_[合集]_R3_晨报_20250904.pdf
黄金,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
白银,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
铜,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
锌,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
铅,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
锡,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
铝,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
氧化铝,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
铝合金,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
镍,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
不锈钢,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
碳酸锂,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
工业硅,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
多晶硅,1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
铁矿石,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
螺纹钢,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
热轧卷板,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
硅铁,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
锰硅,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
焦炭,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
焦煤,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
原木,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
对二甲苯,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
PTA,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
MEG,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
橡胶,1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
合成橡胶,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
沥青,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
LLDPE,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
PP,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
烧碱,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
纸浆,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
甲醇,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
尿素,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
苯乙烯,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
纯碱,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
LPG,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
丙烯,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
PVC,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
燃料油,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
低硫燃料油,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
集运指数（欧线）,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
短纤,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
瓶片,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
双胶纸,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
纯苯,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
棕榈油,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
豆油,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
豆粕,1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
豆一,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
玉米,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
白糖,-1,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
棉花,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
花生,0,2025-09-05,11_国泰君安期货_[合集]_R3_晨报_20250905.pdf
黄金,1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
白银,1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
铜,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
锌,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
铅,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
锡,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
铝,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
氧化铝,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
铝合金,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
镍,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
不锈钢,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
碳酸锂,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
工业硅,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
多晶硅,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
铁矿石,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
螺纹钢,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
热轧卷板,1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
硅铁,1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
锰硅,1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
焦炭,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
焦煤,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
原木,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
橡胶,1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
合成橡胶,1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
沥青,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
LLDPE,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
PP,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
烧碱,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
纸浆,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
甲醇,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
尿素,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
苯乙烯,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
纯碱,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
LPG,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
